n    x(n)   c(n)  xhat(n) 
14275   -1.0       0.0      -4.4 
14276   -2.0       0.0       4.4 
14277    0.0       0.0      -4.4 
14278   -3.0       0.0       4.4 
14279    1.0       0.0      -4.4 
14280    0.0       0.0       4.4 
14281   -2.0       0.0      -4.4 
14282   -1.0       0.0       4.4 
14283   -1.0       0.0      -4.4 
14284   -3.0       0.0       4.4 
14285   -2.0       0.0      -4.4 
14286   -2.0       0.0       4.4 
14287   -2.0       0.0      -4.4 
14288   -1.0       0.0       4.4 
14289    0.0       0.0      -4.4 
14290   -1.0       0.0       4.4 
14291   -1.0       0.0      -4.4 
14292    0.0       0.0       4.4 
14293   -2.0       0.0      -4.4 
14294   -1.0       0.0       4.4 
14295    1.0       0.0      -4.4 
14296   -1.0       0.0       4.4 
14297    1.0       0.0      -4.4 
14298   -1.0       0.0       4.4 
14299    0.0       0.0      -4.4 
14300    1.0       0.0       4.4 
14301    0.0       0.0      -4.4 
14302    2.0       0.0       4.4 
14303    3.0       0.0      -4.4 
14304    2.0       0.0       4.4 
14305    1.0       0.0      -4.4 
14306    3.0       0.0       4.4 
14307    4.0       0.0      11.6 
14308    2.0       0.0       1.2 
14309    2.0       0.0       9.0 
14310    4.0       0.0      -0.8 
14311    2.0       0.0       7.4 
14312    2.0       0.0      -2.1 
14313    2.0       0.0       6.3 
14314    1.0       0.0      -3.0 
14315    1.0       0.0       5.6 
14316    0.0       0.0      -3.5 
14317    0.0       0.0       5.2 
14318    1.0       0.0      -3.8 
14319    3.0       0.0       4.9 
14320    1.0       0.0      -4.1 
14321    0.0       0.0       4.8 
14322    3.0       0.0      -4.2 
14323    1.0       0.0       4.6 
14324    0.0       0.0      -4.3 
14325    0.0       0.0       4.6 
14326    2.0       0.0      -4.3 
14327    0.0       0.0       4.5 
14328    1.0       0.0      -4.4 
14329    1.0       0.0       4.5 
14330   -1.0       0.0      -4.4 
14331   -1.0       0.0       4.5 
14332    1.0       0.0      -4.4 
14333    5.0       0.0       4.5 
14334    4.0       0.0      11.6 
14335    3.0       0.0       1.3 
14336    5.0       0.0       9.0 
14337    4.0       0.0      -0.8 
14338    4.0       0.0       7.4 
14339    3.0       0.0      -2.1 
14340    3.0       0.0       6.3 
14341    4.0       0.0      -2.9 
14342    4.0       0.0       5.6 
14343    3.0       0.0      -3.5 
14344    4.0       0.0       5.2 
14345    3.0       0.0      -3.8 
14346    3.0       0.0       4.9 
14347    3.0       0.0      -4.1 
14348    3.0       0.0       4.8 
14349    5.0       0.0      11.8 
14350    3.0       0.0       1.4 
14351    3.0       0.0       9.2 
14352    3.0       0.0      -0.7 
14353    2.0       0.0       7.5 
14354    4.0       0.0      -2.0 
14355    3.0       0.0       6.4 
14356    2.0       0.0      -2.9 
14357    2.0       0.0       5.7 
14358    3.0       0.0      -3.5 
14359    3.0       0.0       5.2 
14360    3.0       0.0      -3.8 
14361    2.0       0.0       5.0 
14362    1.0       0.0      -4.0 
14363    3.0       0.0       4.8 
14364    3.0       0.0      -4.2 
14365    1.0       0.0       4.7 
14366    2.0       0.0      -4.3 
14367    4.0       0.0       4.6 
14368    3.0       0.0      -4.3 
14369    2.0       0.0       4.5 
14370    1.0       0.0      -4.4 
14371    4.0       0.0       4.5 
14372    1.0       0.0      -4.4 
14373    2.0       0.0       4.5 
14374    2.0       0.0      -4.4 
14375    1.0       0.0       4.5 
14376    1.0       0.0      -4.4 
14377    2.0       0.0       4.5 
14378    1.0       0.0      -4.4 
14379    0.0       0.0       4.5 
14380    1.0       0.0      -4.4 
14381    2.0       0.0       4.5 
14382    1.0       0.0      -4.4 
14383    0.0       0.0       4.4 
14384    2.0       0.0      -4.4 
14385    1.0       0.0       4.4 
14386    2.0       0.0      -4.4 
14387    1.0       0.0       4.4 
14388    2.0       0.0      -4.4 
14389    1.0       0.0       4.4 
14390    3.0       0.0      -4.4 
14391    4.0       0.0       4.4 
14392    1.0       0.0      -4.4 
14393   -1.0       0.0       4.4 
14394    3.0       0.0      -4.4 
14395    2.0       0.0       4.4 
14396    1.0       0.0      -4.4 
14397    1.0       0.0       4.4 
14398    0.0       0.0      -4.4 
14399    3.0       0.0       4.4 
14400    2.0       0.0      -4.4 
14401    3.0       0.0       4.4 
14402    1.0       0.0      -4.4 
14403    1.0       0.0       4.4 
14404    4.0       0.0      11.6 
14405    4.0       0.0       1.2 
14406    5.0       0.0       9.0 
14407    2.0       0.0      -0.8 
14408    1.0       0.0       7.4 
14409    2.0       0.0      -2.1 
14410    3.0       0.0       6.3 
14411    1.0       0.0      -3.0 
14412    1.0       0.0       5.6 
14413    2.0       0.0      -3.5 
14414    2.0       0.0       5.2 
14415    3.0       0.0      -3.8 
14416    1.0       0.0       4.9 
14417    1.0       0.0      -4.1 
14418    2.0       0.0       4.8 
14419    1.0       0.0      -4.2 
14420    2.0       0.0       4.6 
14421    3.0       0.0      -4.3 
14422    1.0       0.0       4.6 
14423    2.0       0.0      -4.3 
14424    3.0       0.0       4.5 
14425    1.0       0.0      -4.4 
14426    4.0       0.0       4.5 
14427    1.0       0.0      -4.4 
14428    1.0       0.0       4.5 
14429    1.0       0.0      -4.4 
14430    1.0       0.0       4.5 
14431    1.0       0.0      -4.4 
14432    3.0       0.0       4.5 
14433    1.0       0.0      -4.4 
14434    1.0       0.0       4.5 
14435    0.0       0.0      -4.4 
14436    1.0       0.0       4.5 
14437    2.0       0.0      -4.4 
14438    0.0       0.0       4.4 
14439    2.0       0.0      -4.4 
14440    1.0       0.0       4.4 
14441    4.0       0.0      11.6 
14442    1.0       0.0       1.2 
14443    3.0       0.0       9.0 
14444    2.0       0.0      -0.8 
14445    2.0       0.0       7.4 
14446    3.0       0.0      -2.1 
14447    2.0       0.0       6.3 
14448    1.0       0.0      -3.0 
14449    0.0       0.0       5.6 
14450    1.0       0.0      -3.5 
14451    2.0       0.0       5.2 
14452    1.0       0.0      -3.8 
14453    1.0       0.0       4.9 
14454    2.0       0.0      -4.1 
14455   -1.0       0.0       4.8 
14456    2.0       0.0      -4.2 
14457   -1.0       0.0       4.6 
14458    1.0       0.0      -4.3 
14459    1.0       0.0       4.6 
14460   -1.0       0.0      -4.3 
14461   -2.0       0.0       4.5 
14462   -1.0       0.0      -4.4 
14463   -1.0       0.0       4.5 
14464   -1.0       0.0      -4.4 
14465   -1.0       0.0       4.5 
14466   -2.0       0.0      -4.4 
14467   -2.0       0.0       4.5 
14468   -5.0       0.0      -4.4 
14469   -1.0       0.0       4.5 
14470   -5.0       0.0      -4.4 
14471   -2.0       0.0       4.5 
14472   -2.0       0.0      -4.4 
14473    0.0       0.0       4.5 
14474   -2.0       0.0      -4.4 
14475   -1.0       0.0       4.4 
14476   -1.0       0.0      -4.4 
14477    0.0       0.0       4.4 
14478    1.0       0.0      -4.4 
14479   -1.0       0.0       4.4 
14480   -1.0       0.0      -4.4 
14481    1.0       0.0       4.4 
14482    2.0       0.0      -4.4 
14483    2.0       0.0       4.4 
14484    1.0       0.0      -4.4 
14485    1.0       0.0       4.4 
14486    1.0       0.0      -4.4 
14487    3.0       0.0       4.4 
14488    2.0       0.0      -4.4 
14489    3.0       0.0       4.4 
14490    1.0       0.0      -4.4 
14491    2.0       0.0       4.4 
14492    5.0       0.0      11.6 
14493    5.0       0.0       1.2 
14494    3.0       0.0       9.0 
14495    2.0       0.0      -0.8 
14496    5.0       0.0       7.4 
14497    6.0       0.0      13.9 
14498    4.0       0.0       3.1 
14499    0.0       0.0      -5.5 
14500    2.0       0.0       3.6 
14501    1.0       0.0      -5.1 
14502    1.0       0.0       3.9 
14503    4.0       0.0      11.1 
14504    2.0       0.0       0.9 
14505    3.0       0.0       8.7 
14506    4.0       0.0      -1.0 
14507    1.0       0.0       7.2 
14508    4.0       0.0      -2.3 
14509    3.0       0.0       6.2 
14510    3.0       0.0      -3.0 
14511    4.0       0.0       5.6 
14512    3.0       0.0      -3.5 
14513    2.0       0.0       5.2 
14514    3.0       0.0      -3.9 
14515    3.0       0.0       4.9 
14516    4.0       0.0      11.9 
14517    3.0       0.0       1.5 
14518    4.0       0.0       9.2 
14519    1.0       0.0      -0.6 
14520    5.0       0.0       7.5 
14521    4.0       0.0      -2.0 
14522    4.0       0.0       6.4 
14523    3.0       0.0      -2.9 
14524    5.0       0.0       5.7 
14525    3.0       0.0      -3.4 
14526    4.0       0.0       5.2 
14527    2.0       0.0      -3.8 
14528    5.0       0.0       5.0 
14529    4.0       0.0      12.0 
14530    4.0       0.0       1.6 
14531    4.0       0.0       9.3 
14532    3.0       0.0      -0.6 
14533    4.0       0.0       7.5 
14534    3.0       0.0      -2.0 
14535    4.0       0.0       6.4 
14536    5.0       0.0      -2.9 
14537    3.0       0.0       5.7 
14538    5.0       0.0      12.6 
14539    4.0       0.0       2.1 
14540    5.0       0.0       9.6 
14541    5.0       0.0      -0.3 
14542    2.0       0.0       7.8 
14543    4.0       0.0      -1.8 
14544    2.0       0.0       6.6 
14545    3.0       0.0      -2.7 
14546    4.0       0.0       5.8 
14547    3.0       0.0      -3.4 
14548    6.0       0.0       5.3 
14549    3.0       0.0      -3.7 
14550    3.0       0.0       5.0 
14551    3.0       0.0      -4.0 
14552    3.0       0.0       4.8 
14553    4.0       0.0      11.8 
14554    5.0       0.0       1.5 
14555    4.0       0.0       9.2 
14556    4.0       0.0      -0.7 
14557    4.0       0.0       7.5 
14558    4.0       0.0      -2.0 
14559    4.0       0.0       6.4 
14560    4.0       0.0      -2.9 
14561    3.0       0.0       5.7 
14562    4.0       0.0      -3.5 
14563    4.0       0.0       5.2 
14564    4.0       0.0      -3.8 
14565    4.0       0.0       5.0 
14566    3.0       0.0      -4.0 
14567    3.0       0.0       4.8 
14568    5.0       0.0      11.8 
14569    4.0       0.0       1.5 
14570    4.0       0.0       9.2 
14571    5.0       0.0      -0.7 
14572    5.0       0.0       7.5 
14573    5.0       0.0      -2.0 
14574    5.0       0.0       6.4 
14575    5.0       0.0      -2.9 
14576    5.0       0.0       5.7 
14577    5.0       0.0      12.5 
14578    5.0       0.0       2.0 
14579    4.0       0.0       9.6 
14580    5.0       0.0      -0.3 
14581    4.0       0.0       7.8 
14582    4.0       0.0      -1.8 
14583    7.0       0.0       6.6 
14584    6.0       0.0      13.3 
14585    4.0       0.0       2.6 
14586    6.0       0.0      10.1 
14587    4.0       0.0       0.1 
14588    7.0       0.0       8.1 
14589    5.0       0.0      -1.6 
14590    5.0       0.0       6.8 
14591    4.0       0.0      -2.6 
14592    5.0       0.0       5.9 
14593    5.0       0.0      12.7 
14594    7.0       0.0       2.2 
14595    5.0       0.0       9.8 
14596    5.0       0.0      -0.2 
14597    5.0       0.0       7.8 
14598    6.0       0.0      -1.7 
14599    4.0       0.0       6.6 
14600    5.0       0.0      -2.7 
14601    6.0       0.0       5.8 
14602    4.0       0.0      -3.3 
14603    5.0       0.0       5.3 
14604    5.0       0.0      12.3 
14605    5.0       0.0       1.8 
14606    5.0       0.0       9.5 
14607    6.0       0.0      -0.4 
14608    6.0       0.0       7.6 
14609    6.0       0.0      -1.9 
14610    4.0       0.0       6.5 
14611    4.0       0.0      -2.8 
14612    4.0       0.0       5.8 
14613    5.0       0.0      12.6 
14614    5.0       0.0       2.1 
14615    5.0       0.0       9.7 
14616    4.0       0.0      -0.3 
14617    5.0       0.0       7.8 
14618    6.0       0.0      -1.8 
14619    4.0       0.0       6.6 
14620    4.0       0.0      -2.7 
14621    4.0       0.0       5.8 
14622    5.0       0.0      12.7 
14623    4.0       0.0       2.1 
14624    5.0       0.0       9.7 
14625    4.0       0.0      -0.2 
14626    5.0       0.0       7.8 
14627    6.0       0.0      -1.8 
14628    5.0       0.0       6.6 
14629    5.0       0.0      -2.7 
14630    6.0       0.0       5.8 
14631    7.0       0.0      12.7 
14632    7.0       0.0       2.1 
14633    6.0       0.0       9.7 
14634    6.0       0.0      -0.2 
14635    7.0       0.0       7.8 
14636    8.0       0.0      14.2 
14637    7.0       0.0       3.4 
14638    6.0       0.0      10.7 
14639    7.0       0.0       0.6 
14640    6.0       0.0       8.5 
14641    7.0       0.0      14.8 
14642    5.0       0.0       3.8 
14643    6.0       0.0      11.1 
14644    4.0       0.0       0.8 
14645    6.0       0.0       8.7 
14646    4.0       0.0      -1.1 
14647    5.0       0.0       7.2 
14648    4.0       0.0      -2.3 
14649    5.0       0.0       6.2 
14650    3.0       0.0      -3.1 
14651    4.0       0.0       5.6 
14652    2.0       0.0      -3.6 
14653    5.0       0.0       5.2 
14654    2.0       0.0      -3.9 
14655    4.0       0.0       4.9 
14656    3.0       0.0      -4.1 
14657    3.0       0.0       4.7 
14658    2.0       0.0      -4.2 
14659    1.0       0.0       4.6 
14660    3.0       0.0      -4.3 
14661    1.0       0.0       4.6 
14662    2.0       0.0      -4.3 
14663    3.0       0.0       4.5 
14664    3.0       0.0      -4.4 
14665    5.0       0.0       4.5 
14666    4.0       0.0      11.6 
14667    4.0       0.0       1.3 
14668    5.0       0.0       9.0 
14669    6.0       0.0      -0.8 
14670    5.0       0.0       7.4 
14671    5.0       0.0      -2.1 
14672    4.0       0.0       6.3 
14673    6.0       0.0      13.1 
14674    5.0       0.0       2.4 
14675    5.0       0.0      10.0 
14676    4.0       0.0      -0.0 
14677    3.0       0.0       8.0 
14678    5.0       0.0      -1.6 
14679    5.0       0.0       6.7 
14680    5.0       0.0      -2.6 
14681    5.0       0.0       5.9 
14682    3.0       0.0      -3.3 
14683    4.0       0.0       5.4 
14684    4.0       0.0      -3.7 
14685    5.0       0.0       5.0 
14686    5.0       0.0      12.0 
14687    5.0       0.0       1.6 
14688    4.0       0.0       9.3 
14689    4.0       0.0      -0.6 
14690    4.0       0.0       7.6 
14691    3.0       0.0      -2.0 
14692    4.0       0.0       6.4 
14693    2.0       0.0      -2.9 
14694    3.0       0.0       5.7 
14695    1.0       0.0      -3.4 
14696    3.0       0.0       5.3 
14697    4.0       0.0      -3.8 
14698    3.0       0.0       5.0 
14699    2.0       0.0      -4.0 
14700    3.0       0.0       4.8 
14701    4.0       0.0      11.8 
14702    1.0       0.0       1.5 
14703    2.0       0.0       9.2 
14704    2.0       0.0      -0.7 
14705    2.0       0.0       7.5 
14706    1.0       0.0      -2.0 
14707    1.0       0.0       6.4 
14708    4.0       0.0      -2.9 
14709    2.0       0.0       5.7 
14710    1.0       0.0      -3.5 
14711    2.0       0.0       5.2 
14712    1.0       0.0      -3.8 
14713    0.0       0.0       5.0 
14714   -1.0       0.0      -4.0 
14715    0.0       0.0       4.8 
14716    0.0       0.0      -4.2 
14717    1.0       0.0       4.7 
14718    1.0       0.0      -4.3 
14719    0.0       0.0       4.6 
14720   -1.0       0.0      -4.3 
14721    1.0       0.0       4.5 
14722   -1.0       0.0      -4.4 
14723   -1.0       0.0       4.5 
14724   -1.0       0.0      -4.4 
14725    2.0       0.0       4.5 
14726    1.0       0.0      -4.4 
14727    3.0       0.0       4.5 
14728    0.0       0.0      -4.4 
14729   -2.0       0.0       4.5 
14730    0.0       0.0      -4.4 
14731    1.0       0.0       4.5 
14732    1.0       0.0      -4.4 
14733    1.0       0.0       4.5 
14734   -1.0       0.0      -4.4 
14735    0.0       0.0       4.4 
14736    0.0       0.0      -4.4 
14737   -1.0       0.0       4.4 
14738    0.0       0.0      -4.4 
14739    0.0       0.0       4.4 
14740   -1.0       0.0      -4.4 
14741   -1.0       0.0       4.4 
14742    0.0       0.0      -4.4 
14743    1.0       0.0       4.4 
14744    1.0       0.0      -4.4 
14745    0.0       0.0       4.4 
14746   -1.0       0.0      -4.4 
14747   -1.0       0.0       4.4 
14748   -2.0       0.0      -4.4 
14749   -1.0       0.0       4.4 
14750   -2.0       0.0      -4.4 
14751   -1.0       0.0       4.4 
14752    0.0       0.0      -4.4 
14753   -1.0       0.0       4.4 
14754    0.0       0.0      -4.4 
14755    0.0       0.0       4.4 
14756   -1.0       0.0      -4.4 
14757   -1.0       0.0       4.4 
14758    1.0       0.0      -4.4 
14759   -2.0       0.0       4.4 
14760    0.0       0.0      -4.4 
14761   -1.0       0.0       4.4 
14762    1.0       0.0      -4.4 
14763   -1.0       0.0       4.4 
14764    1.0       0.0      -4.4 
14765    1.0       0.0       4.4 
14766   -1.0       0.0      -4.4 
14767    1.0       0.0       4.4 
